Date,Rainfall,Sunshine,Cloud9am,Cloud3pm,RainToday,RainTomorrow
2010-01-03,5.6,,,,Yes,Yes
2010-01-04,2.6,,,,Yes,No
2010-01-05,0.2,,,,No,No
2010-01-06,1.0,,,,No,No
2010-01-07,0.2,,,,No,No
2010-01-08,0.6,,,,No,No
2010-01-09,0.2,,,,No,No
2010-01-10,0.0,,,,No,No
2010-01-11,0.0,,,,No,No
2010-01-12,0.0,,,,No,No
2010-01-13,0.0,,,,No,Yes
2010-01-14,5.8,,,,Yes,No
2010-01-15,1.0,,,,No,No
2010-01-16,0.2,,,,No,No
2010-01-17,0.0,,,,No,No
2010-01-18,0.0,,,,No,No
2010-01-19,0.0,,,,No,No
2010-01-20,0.0,,,,No,No
2010-01-21,0.0,,,,No,No
2010-01-22,0.0,,,,No,No
2010-01-23,0.0,,,,No,No
2010-01-24,0.0,,,,No,
2010-01-25,,,,,,No
2010-01-26,0.0,,,,No,No
2010-01-27,0.0,,,,No,Yes
2010-01-28,1.2,,,,Yes,Yes
2010-01-29,2.8,,,,Yes,No
2010-01-30,0.2,,,,No,No
2010-01-31,0.0,,,,No,Yes
2010-02-01,6.6,,,,Yes,No
2010-02-02,0.0,,,,No,Yes
2010-02-03,8.0,,,,Yes,Yes
2010-02-04,18.4,,,,Yes,Yes
2010-02-05,26.4,,,,Yes,Yes
2010-02-06,17.2,,,,Yes,Yes
2010-02-07,34.6,,,,Yes,Yes
2010-02-08,12.2,,,,Yes,No
2010-02-09,0.8,,,,No,No
2010-02-10,0.0,,,,No,No
2010-02-11,0.0,,,,No,No
2010-02-12,0.0,,,,No,Yes
2010-02-13,37.4,,,,Yes,Yes
2010-02-14,30.8,,,,Yes,Yes
2010-02-15,20.4,,,,Yes,
2010-02-16,,,,,,No
2010-02-17,0.0,,,,No,No
2010-02-18,0.0,,,,No,No
2010-02-19,0.0,,,,No,
2010-02-20,,,,,,No
2010-02-21,0.0,,,,No,
2010-02-22,,,,,,No
2010-02-23,0.0,,,,No,No
2010-02-24,0.0,,,,No,No
2010-02-25,0.0,,,,No,
2010-02-26,,,,,,No
2010-02-27,0.0,,,,No,No
2010-02-28,0.0,,,,No,Yes
2010-03-01,9.8,,,,Yes,Yes
2010-03-02,5.6,,,,Yes,No
2010-03-03,0.2,,,,No,No
2010-03-04,0.0,,,,No,No
2010-03-05,0.2,,,,No,Yes
2010-03-06,11.8,,,,Yes,No
2010-03-07,0.0,,,,No,No
2010-03-08,0.0,,,,No,No
2010-03-09,0.0,,,,No,No
2010-03-10,0.0,,,,No,No
2010-03-11,0.4,,,,No,No
2010-03-12,0.0,,,,No,
2010-03-13,,,,,,Yes
2010-03-14,1.2,,,,Yes,No
2010-03-15,0.0,,,,No,No
2010-03-16,0.0,,,,No,No
2010-03-17,0.0,,,,No,No
2010-03-18,0.0,,,,No,No
2010-03-19,0.0,,,,No,No
2010-03-20,0.0,,,,No,No
2010-03-21,0.0,,,,No,No
2010-03-22,0.0,,,,No,No
2010-03-23,0.0,,,,No,No
2010-03-24,0.0,,,,No,No
2010-03-25,0.0,,,,No,No
2010-03-26,0.0,,,,No,No
2010-03-27,0.0,,,,No,No
2010-03-28,0.0,,,,No,No
2010-03-29,0.0,,,,No,Yes
2010-03-30,10.2,,,,Yes,Yes
2010-03-31,21.0,,,,Yes,
2010-04-01,,,,,,
2010-04-02,,,,,,No
2010-04-03,0.0,,,,No,No
2010-04-04,0.2,,,,No,No
2010-04-05,0.0,,,,No,
2010-04-06,,,,,,Yes
2010-04-07,10.4,,,,Yes,No
2010-04-08,0.0,,,,No,No
2010-04-09,0.0,,,,No,No
2010-04-10,0.0,,,,No,No
2010-04-11,0.0,,,,No,No
2010-04-12,0.0,,,,No,No
2010-04-13,0.0,,,,No,No
2010-04-14,0.0,,,,No,No
2010-04-15,0.0,,,,No,No
2010-04-16,0.0,,,,No,No
2010-04-17,0.0,,,,No,No
2010-04-18,0.0,,,,No,No
2010-04-19,0.0,,,,No,No
2010-04-20,0.0,,,,No,No
2010-04-21,0.0,,,,No,No
2010-04-22,0.0,,,,No,No
2010-04-23,0.2,,,,No,No
2010-04-24,0.0,,,,No,Yes
2010-04-25,5.0,,,,Yes,No
2010-04-26,0.4,,,,No,No
2010-04-27,0.0,,,,No,No
2010-04-28,0.0,,,,No,
2010-04-29,,,,,,No
2010-04-30,0.0,,,,No,No
2010-05-01,0.0,,,,No,No
2010-05-02,0.0,,,,No,No
2010-05-03,0.2,,,,No,No
2010-05-04,0.0,,,,No,No
2010-05-05,0.0,,,,No,No
2010-05-06,0.2,,,,No,No
2010-05-07,0.0,,,,No,No
2010-05-08,0.0,,,,No,No
2010-05-09,0.0,,,,No,No
2010-05-10,0.0,,,,No,No
2010-05-11,0.0,,,,No,No
2010-05-12,0.0,,,,No,No
2010-05-13,0.0,,,,No,No
2010-05-14,0.0,,,,No,No
2010-05-15,0.0,,,,No,No
2010-05-16,0.0,,,,No,No
2010-05-17,0.0,,,,No,
2010-05-18,,,,,,
2010-05-19,,,,,,Yes
2010-05-20,2.4,,,,Yes,No
2010-05-21,0.0,,,,No,Yes
2010-05-22,1.4,,,,Yes,No
2010-05-23,0.0,,,,No,No
2010-05-24,0.0,,,,No,Yes
2010-05-25,2.0,,,,Yes,Yes
2010-05-26,5.4,,,,Yes,Yes
2010-05-27,16.2,,,,Yes,Yes
2010-05-28,1.8,,,,Yes,Yes
2010-05-29,2.4,,,,Yes,No
2010-05-30,0.6,,,,No,Yes
2010-05-31,4.8,,,,Yes,Yes
2010-06-01,1.6,,,,Yes,No
2010-06-02,0.0,,,,No,No
2010-06-03,1.0,,,,No,Yes
2010-06-04,29.0,,,,Yes,Yes
2010-06-05,19.0,,,,Yes,No
2010-06-06,0.0,,,,No,No
2010-06-07,0.0,,,,No,No
2010-06-08,0.2,,,,No,No
2010-06-09,0.0,,,,No,No
2010-06-10,0.0,,,,No,No
2010-06-11,0.0,,,,No,No
2010-06-12,0.0,,,,No,No
2010-06-13,0.0,,,,No,No
2010-06-14,0.0,,,,No,No
2010-06-15,0.0,,,,No,No
2010-06-16,0.0,,,,No,No
2010-06-17,0.0,,,,No,No
2010-06-18,0.0,,,,No,No
2010-06-19,0.0,,,,No,No
2010-06-20,0.0,,,,No,No
2010-06-21,0.0,,,,No,No
2010-06-22,0.0,,,,No,No
2010-06-23,0.2,,,,No,
2010-06-24,,,,,,No
2010-06-25,0.0,,,,No,No
2010-06-26,0.2,,,,No,No
2010-06-27,0.0,,,,No,No
2010-06-28,0.0,,,,No,No
2010-06-29,0.0,,,,No,No
2010-06-30,0.0,,,,No,No
2010-07-01,0.0,,,,No,No
2010-07-02,0.0,,,,No,No
2010-07-03,1.0,,,,No,No
2010-07-04,0.0,,,,No,No
2010-07-05,0.0,,,,No,No
2010-07-06,1.0,,,,No,No
2010-07-07,0.2,,,,No,
2010-07-08,,,,,,No
2010-07-09,0.2,,,,No,No
2010-07-10,0.8,,,,No,No
2010-07-11,0.0,,,,No,No
2010-07-12,0.4,,,,No,No
2010-07-13,0.0,,,,No,No
2010-07-14,0.0,,,,No,No
2010-07-15,0.8,,,,No,No
2010-07-16,0.0,,,,No,No
2010-07-17,0.0,,,,No,No
2010-07-18,0.0,,,,No,No
2010-07-19,0.0,,,,No,Yes
2010-07-20,4.2,,,,Yes,No
2010-07-21,0.0,,,,No,No
2010-07-22,0.0,,,,No,No
2010-07-23,0.0,,,,No,No
2010-07-24,0.6,,,,No,No
2010-07-25,0.0,,,,No,Yes
2010-07-26,2.0,,,,Yes,No
2010-07-27,0.4,,,,No,
2010-07-28,,,,,,Yes
2010-07-29,20.4,,,,Yes,Yes
2010-07-30,1.8,,,,Yes,Yes
2010-07-31,7.4,,,,Yes,No
2010-08-01,0.4,,,,No,No
2010-08-02,0.0,,,,No,Yes
2010-08-03,4.8,,,,Yes,
2010-08-04,,,,,,No
2010-08-05,0.0,,,,No,No
2010-08-06,0.0,,,,No,No
2010-08-07,0.0,,,,No,No
2010-08-08,0.0,,,,No,No
2010-08-09,0.0,,,,No,Yes
2010-08-10,5.4,,,,Yes,Yes
2010-08-11,4.6,,,,Yes,No
2010-08-12,0.0,,,,No,
2010-08-13,,,,,,No
2010-08-14,0.0,,,,No,
2010-08-15,,,,,,No
2010-08-16,0.0,,,,No,No
2010-08-17,0.0,,,,No,No
2010-08-18,0.0,,,,No,No
2010-08-19,0.2,,,,No,No
2010-08-20,0.2,,,,No,No
2010-08-21,0.0,,,,No,No
2010-08-22,0.0,,,,No,No
2010-08-23,0.8,,,,No,No
2010-08-24,0.0,,,,No,
2010-08-25,,,,,,No
2010-08-26,0.0,,,,No,No
2010-08-27,0.0,,,,No,No
2010-08-28,0.0,,,,No,No
2010-08-29,0.0,,,,No,No
2010-08-30,0.0,,,,No,
2010-08-31,,,,,,
2010-09-01,,,,,,No
2010-09-02,0.0,,,,No,
2010-09-03,,,,,,Yes
2010-09-04,12.2,,,,Yes,No
2010-09-05,0.8,,,,No,No
2010-09-06,0.0,,,,No,No
2010-09-07,0.0,,,,No,No
2010-09-08,0.0,,,,No,No
2010-09-09,0.0,,,,No,Yes
2010-09-10,4.0,,,,Yes,
2010-09-11,,,,,,No
2010-09-12,0.0,,,,No,No
2010-09-13,0.0,,,,No,No
2010-09-14,0.0,,,,No,Yes
2010-09-15,7.6,,,,Yes,No
2010-09-16,0.0,,,,No,No
2010-09-17,0.0,,,,No,No
2010-09-18,0.0,,,,No,No
2010-09-19,0.0,,,,No,No
2010-09-20,0.0,,,,No,No
2010-09-21,0.0,,,,No,No
2010-09-22,0.0,,,,No,No
2010-09-23,0.0,,,,No,No
2010-09-24,0.0,,,,No,No
2010-09-25,0.0,,,,No,No
2010-09-26,0.0,,,,No,No
2010-09-27,0.0,,,,No,No
2010-09-28,0.0,,,,No,No
2010-09-29,0.0,,,,No,No
2010-09-30,0.4,,,,No,No
2010-10-01,0.0,,,,No,No
2010-10-02,0.0,,,,No,Yes
2010-10-03,16.6,,,,Yes,Yes
2010-10-04,10.2,,,,Yes,Yes
2010-10-05,7.2,,,,Yes,Yes
2010-10-06,2.6,,,,Yes,No
2010-10-07,0.6,,,,No,No
2010-10-08,0.2,,,,No,No
2010-10-09,0.0,,,,No,Yes
2010-10-10,1.2,,,,Yes,No
2010-10-11,0.2,,,,No,No
2010-10-12,0.0,,,,No,No
2010-10-13,0.0,,,,No,No
2010-10-14,1.0,,,,No,No
2010-10-15,0.2,,,,No,No
2010-10-16,0.4,,,,No,No
2010-10-17,0.0,,,,No,No
2010-10-18,0.0,,,,No,No
2010-10-19,0.6,,,,No,Yes
2010-10-20,2.4,,,,Yes,No
2010-10-21,0.2,,,,No,No
2010-10-22,0.0,,,,No,No
2010-10-23,0.0,,,,No,Yes
2010-10-24,6.2,,,,Yes,Yes
2010-10-25,7.4,,,,Yes,No
2010-10-26,0.0,,,,No,No
2010-10-27,0.2,,,,No,Yes
2010-10-28,2.2,,,,Yes,No
2010-10-29,0.2,,,,No,No
2010-10-30,0.2,,,,No,No
2010-10-31,1.0,,,,No,No
2010-11-01,0.2,,,,No,Yes
2010-11-02,28.2,,,,Yes,No
2010-11-03,0.0,,,,No,No
2010-11-04,0.6,,,,No,Yes
2010-11-05,16.0,,,,Yes,Yes
2010-11-06,3.4,,,,Yes,Yes
2010-11-07,9.6,,,,Yes,No
2010-11-08,0.2,,,,No,Yes
2010-11-09,11.6,,,,Yes,No
2010-11-10,0.0,,,,No,No
2010-11-11,0.6,,,,No,No
2010-11-12,0.2,,,,No,No
2010-11-13,0.0,,,,No,No
2010-11-14,0.0,,,,No,No
2010-11-15,0.0,,,,No,Yes
2010-11-16,26.8,,,,Yes,No
2010-11-17,0.6,,,,No,No
2010-11-18,0.2,,,,No,Yes
2010-11-19,2.8,,,,Yes,No
2010-11-20,0.0,,,,No,No
2010-11-21,0.2,,,,No,No
2010-11-22,0.0,,,,No,No
2010-11-23,0.0,,,,No,No
2010-11-24,0.0,,,,No,No
2010-11-25,0.0,,,,No,No
2010-11-26,0.0,,,,No,No
2010-11-27,0.0,,,,No,No
2010-11-28,0.0,,,,No,Yes
2010-11-29,9.2,,,,Yes,Yes
2010-11-30,4.4,,,,Yes,Yes
2010-12-01,26.8,,,,Yes,Yes
2010-12-02,5.4,,,,Yes,No
2010-12-03,0.2,,,,No,Yes
2010-12-04,6.2,,,,Yes,Yes
2010-12-05,4.6,,,,Yes,Yes
2010-12-06,1.4,,,,Yes,No
2010-12-07,0.2,,,,No,No
2010-12-08,0.0,,,,No,No
2010-12-09,0.0,,,,No,No
2010-12-10,0.0,,,,No,No
2010-12-11,0.4,,,,No,No
2010-12-12,0.0,,,,No,No
2010-12-13,0.0,,,,No,No
2010-12-14,0.0,,,,No,No
2010-12-15,0.0,,,,No,No
2010-12-16,0.0,,,,No,
2010-12-17,,,,,,No
2010-12-18,0.0,,,,No,No
2010-12-19,0.0,,,,No,
2010-12-20,,,,,,No
2010-12-21,0.0,,,,No,No
2010-12-22,0.8,,,,No,No
2010-12-23,0.0,,,,No,No
2010-12-24,0.0,,,,No,No
2010-12-25,0.0,,,,No,Yes
2010-12-26,3.0,,,,Yes,Yes
2010-12-27,4.6,,,,Yes,No
2010-12-28,0.4,,,,No,No
2010-12-29,0.2,,,,No,No
2010-12-30,0.0,,,,No,No
2010-12-31,0.0,,,,No,No
2011-01-01,0.0,,,,No,No
2011-01-02,0.0,,,,No,Yes
2011-01-03,24.2,,,,Yes,Yes
2011-01-04,2.8,,,,Yes,No
2011-01-05,0.2,,,,No,Yes
2011-01-06,1.6,,,,Yes,No
2011-01-07,0.2,,,,No,Yes
2011-01-08,2.8,,,,Yes,Yes
2011-01-09,5.0,,,,Yes,Yes
2011-01-10,5.2,,,,Yes,Yes
2011-01-11,2.4,,,,Yes,Yes
2011-01-12,3.6,,,,Yes,No
2011-01-13,0.0,,,,No,No
2011-01-14,0.0,,,,No,No
2011-01-15,0.0,,,,No,Yes
2011-01-16,4.6,,,,Yes,No
2011-01-17,0.0,,,,No,No
2011-01-18,0.0,,,,No,No
2011-01-19,0.0,,,,No,No
2011-01-20,0.2,,,,No,No
