Date,Rainfall,Sunshine,Cloud9am,Cloud3pm,RainToday,RainTomorrow
2009-02-20,3.4,5.0,7.0,6.0,Yes,Yes
2009-02-21,35.2,1.9,7.0,7.0,Yes,No
2009-02-22,1.0,11.0,5.0,4.0,No,No
2009-02-23,0.0,11.3,3.0,1.0,No,No
2009-02-24,0.0,10.8,1.0,2.0,No,No
2009-02-25,0.0,1.5,7.0,7.0,No,No
2009-02-26,0.0,10.1,3.0,3.0,No,No
2009-02-27,0.0,11.9,1.0,3.0,No,No
2009-02-28,0.0,11.8,2.0,3.0,No,No
2009-03-01,0.0,9.2,0.0,7.0,No,No
2009-03-02,0.0,10.0,6.0,6.0,No,No
2009-03-03,0.2,9.8,6.0,3.0,No,No
2009-03-04,0.2,10.6,5.0,3.0,No,No
2009-03-05,0.0,10.7,1.0,1.0,No,No
2009-03-06,0.0,9.8,7.0,2.0,No,No
2009-03-07,0.0,11.2,4.0,3.0,No,No
2009-03-08,0.0,11.2,4.0,5.0,No,No
2009-03-09,0.0,0.0,7.0,8.0,No,Yes
2009-03-10,3.4,0.1,8.0,8.0,Yes,Yes
2009-03-11,4.4,2.9,7.0,7.0,Yes,Yes
2009-03-12,5.6,6.2,7.0,7.0,Yes,Yes
2009-03-13,3.0,3.9,6.0,7.0,Yes,Yes
2009-03-14,6.0,9.2,5.0,4.0,Yes,Yes
2009-03-15,3.0,10.8,4.0,1.0,Yes,No
2009-03-16,0.0,9.3,3.0,1.0,No,Yes
2009-03-17,13.2,10.0,1.0,2.0,Yes,No
2009-03-18,0.0,6.3,7.0,8.0,No,No
2009-03-19,0.0,0.0,8.0,7.0,No,No
2009-03-20,0.0,5.0,7.0,5.0,No,No
2009-03-21,0.2,8.5,6.0,2.0,No,No
2009-03-22,0.0,10.8,1.0,3.0,No,No
2009-03-23,0.0,11.0,2.0,2.0,No,No
2009-03-24,0.0,10.9,1.0,2.0,No,No
2009-03-25,0.0,9.1,2.0,5.0,No,No
2009-03-26,0.0,11.0,2.0,2.0,No,No
2009-03-27,0.0,11.0,1.0,1.0,No,No
2009-03-28,0.0,10.5,3.0,3.0,No,Yes
2009-03-29,3.2,10.5,1.0,3.0,Yes,Yes
2009-03-30,2.2,6.8,7.0,6.0,Yes,Yes
2009-03-31,3.0,9.6,3.0,4.0,Yes,No
2009-04-01,0.2,10.7,3.0,1.0,No,Yes
2009-04-02,13.0,0.0,8.0,8.0,Yes,Yes
2009-04-03,66.2,6.8,6.0,5.0,Yes,Yes
2009-04-04,41.0,4.5,7.0,7.0,Yes,No
2009-04-05,0.8,3.2,7.0,7.0,No,No
2009-04-06,1.0,7.5,7.0,7.0,No,Yes
2009-04-07,1.2,0.9,7.0,7.0,Yes,Yes
2009-04-08,1.8,10.4,2.0,4.0,Yes,No
2009-04-09,0.0,4.1,7.0,8.0,No,Yes
2009-04-10,5.6,6.8,7.0,7.0,Yes,Yes
2009-04-11,2.2,2.6,7.0,8.0,Yes,Yes
2009-04-12,14.6,3.7,8.0,7.0,Yes,Yes
2009-04-13,1.4,0.0,8.0,8.0,Yes,Yes
2009-04-14,43.8,3.2,7.0,8.0,Yes,No
2009-04-15,0.4,9.7,3.0,3.0,No,No
2009-04-16,0.0,10.6,1.0,2.0,No,No
2009-04-17,0.0,10.4,4.0,2.0,No,No
2009-04-18,0.6,10.4,2.0,2.0,No,No
2009-04-19,0.2,10.6,1.0,5.0,No,No
2009-04-20,0.0,10.2,1.0,6.0,No,No
2009-04-21,0.0,8.7,6.0,6.0,No,No
2009-04-22,1.0,9.8,2.0,3.0,No,No
2009-04-23,0.2,10.0,1.0,2.0,No,No
2009-04-24,0.0,9.5,1.0,1.0,No,No
2009-04-25,0.0,9.8,1.0,2.0,No,No
2009-04-26,0.0,10.7,1.0,1.0,No,No
2009-04-27,0.0,10.7,0.0,0.0,No,No
2009-04-28,0.0,10.8,0.0,0.0,No,No
2009-04-29,0.0,9.5,5.0,3.0,No,No
2009-04-30,0.0,10.3,1.0,1.0,No,No
2009-05-01,0.0,6.3,1.0,7.0,No,No
2009-05-02,0.0,9.7,7.0,4.0,No,No
2009-05-03,0.0,7.7,5.0,5.0,No,No
2009-05-04,0.0,9.0,2.0,3.0,No,No
2009-05-05,0.0,9.5,3.0,2.0,No,No
2009-05-06,0.0,6.3,5.0,7.0,No,Yes
2009-05-07,1.4,4.4,7.0,7.0,Yes,Yes
2009-05-08,2.2,9.9,1.0,4.0,Yes,No
2009-05-09,0.2,9.4,1.0,2.0,No,No
2009-05-10,0.0,10.0,1.0,1.0,No,No
2009-05-11,0.0,10.0,1.0,2.0,No,No
2009-05-12,0.0,1.3,7.0,7.0,No,No
2009-05-13,0.0,9.2,5.0,3.0,No,No
2009-05-14,0.0,9.8,2.0,1.0,No,No
2009-05-15,0.0,10.1,1.0,1.0,No,No
2009-05-16,0.0,10.4,0.0,1.0,No,No
2009-05-17,0.0,7.1,1.0,7.0,No,No
2009-05-18,0.0,4.1,7.0,7.0,No,Yes
2009-05-19,56.6,0.0,8.0,8.0,Yes,Yes
2009-05-20,89.0,0.0,8.0,8.0,Yes,Yes
2009-05-21,76.2,9.1,7.0,1.0,Yes,No
2009-05-22,0.0,6.5,3.0,7.0,No,Yes
2009-05-23,5.4,4.4,7.0,6.0,Yes,Yes
2009-05-24,2.2,7.3,4.0,7.0,Yes,Yes
2009-05-25,2.2,3.0,7.0,6.0,Yes,No
2009-05-26,0.0,3.1,7.0,7.0,No,No
2009-05-27,0.0,4.0,6.0,5.0,No,No
2009-05-28,0.0,8.4,2.0,6.0,No,No
2009-05-29,0.0,7.7,2.0,3.0,No,Yes
2009-05-30,5.2,8.0,6.0,5.0,Yes,No
2009-05-31,0.2,8.2,3.0,6.0,No,Yes
2009-06-01,2.0,5.3,6.0,5.0,Yes,Yes
2009-06-02,4.2,2.6,7.0,7.0,Yes,Yes
2009-06-03,6.0,2.5,7.0,7.0,Yes,Yes
2009-06-04,1.4,2.9,8.0,5.0,Yes,Yes
2009-06-05,1.2,7.2,2.0,6.0,Yes,No
2009-06-06,0.0,10.0,0.0,1.0,No,No
2009-06-07,0.2,7.9,4.0,1.0,No,Yes
2009-06-08,1.2,10.0,1.0,1.0,Yes,No
2009-06-09,0.0,9.9,1.0,1.0,No,No
2009-06-10,0.0,9.7,3.0,3.0,No,No
2009-06-11,0.0,10.0,0.0,0.0,No,No
2009-06-12,0.0,9.9,0.0,1.0,No,No
2009-06-13,0.0,9.8,1.0,1.0,No,No
2009-06-14,0.0,9.5,1.0,4.0,No,No
2009-06-15,0.0,5.3,7.0,7.0,No,No
2009-06-16,0.4,9.8,0.0,1.0,No,No
2009-06-17,0.0,9.8,1.0,1.0,No,No
2009-06-18,0.0,4.9,2.0,7.0,No,No
2009-06-19,0.0,8.7,1.0,3.0,No,No
2009-06-20,0.0,8.3,4.0,4.0,No,No
2009-06-21,0.4,0.0,8.0,8.0,No,Yes
2009-06-22,24.4,0.0,8.0,8.0,Yes,Yes
2009-06-23,31.2,7.1,3.0,2.0,Yes,No
2009-06-24,0.0,5.2,6.0,8.0,No,No
2009-06-25,0.2,1.0,7.0,7.0,No,No
2009-06-26,0.0,0.2,8.0,8.0,No,Yes
2009-06-27,14.8,4.7,7.0,3.0,Yes,No
2009-06-28,0.0,8.4,1.0,5.0,No,No
2009-06-29,0.0,9.0,0.0,1.0,No,No
2009-06-30,0.0,8.7,6.0,7.0,No,
2009-07-01,,8.0,7.0,1.0,,No
2009-07-02,0.0,8.9,2.0,1.0,No,No
2009-07-03,0.0,9.7,1.0,1.0,No,No
2009-07-04,0.0,9.9,0.0,1.0,No,No
2009-07-05,0.0,6.6,7.0,7.0,No,No
2009-07-06,0.0,7.2,5.0,6.0,No,No
2009-07-07,0.0,0.0,8.0,8.0,No,Yes
2009-07-08,3.4,2.9,7.0,7.0,Yes,No
2009-07-09,0.0,9.3,2.0,2.0,No,No
2009-07-10,0.0,8.1,4.0,6.0,No,No
2009-07-11,0.0,8.2,1.0,3.0,No,No
2009-07-12,0.0,9.9,0.0,1.0,No,No
2009-07-13,0.0,10.0,0.0,1.0,No,No
2009-07-14,0.0,6.8,5.0,3.0,No,No
2009-07-15,0.0,7.2,0.0,2.0,No,No
2009-07-16,0.0,8.8,1.0,1.0,No,No
2009-07-17,0.0,10.0,1.0,1.0,No,No
2009-07-18,0.0,9.0,1.0,3.0,No,No
2009-07-19,0.0,9.2,1.0,3.0,No,No
2009-07-20,0.0,9.6,1.0,1.0,No,No
2009-07-21,0.0,9.2,1.0,1.0,No,No
2009-07-22,0.0,9.1,1.0,6.0,No,No
2009-07-23,0.0,6.4,4.0,1.0,No,No
2009-07-24,0.0,9.6,1.0,2.0,No,No
2009-07-25,0.0,8.9,3.0,2.0,No,No
2009-07-26,0.0,9.2,6.0,6.0,No,No
2009-07-27,0.2,9.9,1.0,0.0,No,No
2009-07-28,0.0,10.1,1.0,1.0,No,No
2009-07-29,0.0,10.0,1.0,1.0,No,No
2009-07-30,0.0,9.6,1.0,1.0,No,No
2009-07-31,0.0,10.2,0.0,0.0,No,No
2009-08-01,0.0,9.8,1.0,1.0,No,No
2009-08-02,0.0,10.0,1.0,1.0,No,No
2009-08-03,0.0,9.1,0.0,0.0,No,No
2009-08-04,0.0,9.8,5.0,7.0,No,No
2009-08-05,0.0,9.8,6.0,1.0,No,No
2009-08-06,0.0,10.1,1.0,1.0,No,No
2009-08-07,0.0,10.0,1.0,1.0,No,No
2009-08-08,0.0,10.0,1.0,1.0,No,No
2009-08-09,0.0,9.8,1.0,1.0,No,No
2009-08-10,0.0,10.1,4.0,1.0,No,No
2009-08-11,0.0,10.1,1.0,1.0,No,No
2009-08-12,0.0,6.9,7.0,4.0,No,Yes
2009-08-13,2.8,10.0,1.0,1.0,Yes,No
2009-08-14,0.0,9.5,1.0,0.0,No,No
2009-08-15,0.0,10.5,1.0,1.0,No,No
2009-08-16,0.0,10.8,0.0,0.0,No,No
2009-08-17,0.0,10.4,0.0,1.0,No,No
2009-08-18,0.2,10.6,1.0,1.0,No,No
2009-08-19,0.0,10.5,1.0,1.0,No,No
2009-08-20,0.0,9.4,1.0,6.0,No,No
2009-08-21,0.0,10.2,0.0,1.0,No,No
2009-08-22,0.0,8.9,1.0,1.0,No,No
2009-08-23,0.0,10.5,0.0,1.0,No,No
2009-08-24,0.0,10.4,3.0,1.0,No,No
2009-08-25,0.0,10.8,0.0,1.0,No,No
2009-08-26,0.0,10.2,1.0,3.0,No,No
2009-08-27,0.0,9.1,6.0,3.0,No,No
2009-08-28,0.0,9.6,1.0,1.0,No,No
2009-08-29,0.0,9.2,4.0,1.0,No,No
2009-08-30,0.0,8.4,6.0,4.0,No,No
2009-08-31,1.0,2.8,8.0,5.0,No,No
2009-09-01,0.2,10.6,0.0,1.0,No,No
2009-09-02,0.0,10.6,1.0,1.0,No,No
2009-09-03,0.0,9.9,5.0,2.0,No,No
2009-09-04,0.0,6.7,7.0,7.0,No,Yes
2009-09-05,7.8,8.2,6.0,3.0,Yes,No
2009-09-06,0.0,10.5,1.0,2.0,No,No
2009-09-07,0.0,3.4,3.0,6.0,No,Yes
2009-09-08,15.2,9.1,1.0,2.0,Yes,No
2009-09-09,0.0,11.2,0.0,1.0,No,No
2009-09-10,0.0,10.6,0.0,2.0,No,No
2009-09-11,0.0,11.2,1.0,1.0,No,No
2009-09-12,0.0,11.0,0.0,1.0,No,No
2009-09-13,0.0,11.1,1.0,1.0,No,No
2009-09-14,0.0,10.6,2.0,1.0,No,No
2009-09-15,0.0,10.4,1.0,1.0,No,No
2009-09-16,0.0,11.0,1.0,1.0,No,No
2009-09-17,0.0,10.3,6.0,1.0,No,No
2009-09-18,0.0,10.1,1.0,1.0,No,No
2009-09-19,0.0,9.5,4.0,6.0,No,No
2009-09-20,0.0,10.7,1.0,1.0,No,No
2009-09-21,0.0,9.5,4.0,1.0,No,No
2009-09-22,0.2,9.9,3.0,1.0,No,No
2009-09-23,0.0,5.2,3.0,7.0,No,No
2009-09-24,0.0,11.2,0.0,0.0,No,No
2009-09-25,0.0,11.2,0.0,0.0,No,No
2009-09-26,0.0,9.7,0.0,0.0,No,No
2009-09-27,0.0,11.2,0.0,0.0,No,No
2009-09-28,0.0,11.6,0.0,0.0,No,No
2009-09-29,0.0,11.6,0.0,0.0,No,No
2009-09-30,0.0,11.6,1.0,1.0,No,No
2009-10-01,0.0,10.7,0.0,0.0,No,No
2009-10-02,0.0,10.7,0.0,2.0,No,No
2009-10-03,0.0,9.3,5.0,3.0,No,No
2009-10-04,0.0,9.7,4.0,4.0,No,No
2009-10-05,0.4,10.6,3.0,1.0,No,No
2009-10-06,0.0,10.9,4.0,1.0,No,No
2009-10-07,0.0,9.2,4.0,5.0,No,Yes
2009-10-08,2.4,12.0,0.0,1.0,Yes,No
2009-10-09,0.0,11.7,1.0,2.0,No,No
2009-10-10,0.0,11.0,1.0,3.0,No,No
2009-10-11,0.0,2.5,7.0,7.0,No,No
2009-10-12,1.0,10.7,1.0,1.0,No,Yes
2009-10-13,1.8,8.8,2.0,7.0,Yes,Yes
2009-10-14,10.2,9.2,1.0,0.0,Yes,No
2009-10-15,0.2,11.8,0.0,0.0,No,No
2009-10-16,0.0,12.1,0.0,0.0,No,No
2009-10-17,0.0,12.1,2.0,1.0,No,No
2009-10-18,0.0,9.6,2.0,3.0,No,No
2009-10-19,0.0,10.5,3.0,2.0,No,No
2009-10-20,0.0,11.9,3.0,1.0,No,No
2009-10-21,0.0,11.6,1.0,1.0,No,No
2009-10-22,0.0,11.4,1.0,1.0,No,No
2009-10-23,0.0,11.7,2.0,4.0,No,No
2009-10-24,0.0,10.9,1.0,1.0,No,No
2009-10-25,0.4,11.9,1.0,1.0,No,No
2009-10-26,0.0,6.9,7.0,7.0,No,Yes
2009-10-27,35.4,11.3,7.0,4.0,Yes,Yes
2009-10-28,1.2,6.5,3.0,7.0,Yes,Yes
2009-10-29,4.4,11.9,7.0,5.0,Yes,No
2009-10-30,0.0,9.6,7.0,4.0,No,No
2009-10-31,0.0,11.7,6.0,1.0,No,No
2009-11-01,0.4,6.4,7.0,4.0,No,No
2009-11-02,0.0,12.6,3.0,0.0,No,No
2009-11-03,0.0,12.5,1.0,0.0,No,No
2009-11-04,0.0,12.5,1.0,1.0,No,No
2009-11-05,0.0,9.7,7.0,2.0,No,No
2009-11-06,0.4,3.1,7.0,6.0,No,Yes
2009-11-07,7.0,10.3,5.0,4.0,Yes,No
2009-11-08,0.2,12.0,6.0,5.0,No,Yes
2009-11-09,17.0,3.4,7.0,7.0,Yes,Yes
2009-11-10,1.6,10.9,2.0,3.0,Yes,No
2009-11-11,0.2,12.4,4.0,2.0,No,No
